No.,회계연도,추경차수,소관명,회계명,계정명,수입관명,수입항명,수입목명,수입구분명,본예산금액(천원),추경정부안금액(천원),추경국회확정금액(천원)
"1","2022","0","감사원","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","73,000",0,0
"2","2022","0","감사원","일반회계","","수입대체경비수입","잡수입","기타잡수입","일반수입","520,000",0,0
"3","2022","0","감사원","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","19,000",0,0
"4","2022","0","감사원","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","7,000",0,0
"5","2022","0","감사원","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","97,000",0,0
"6","2022","0","개인정보보호위원회","일반회계","","경상이전수입","가산금","가산금","일반수입","4,000",0,0
"7","2022","0","개인정보보호위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","387,000",0,0
"8","2022","0","개인정보보호위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","1,583,000",0,0
"9","2022","0","개인정보보호위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","897,000",0,0
"10","2022","0","개인정보보호위원회","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","1,000",0,0
"11","2022","0","개인정보보호위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","33,000",0,0
"12","2022","0","개인정보보호위원회","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","1,000",0,0
"13","2022","0","경찰청","경찰병원","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","40,000",0,0
"14","2022","0","경찰청","경찰병원","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","6,000",0,0
"15","2022","0","경찰청","경찰병원","손익계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","2,000",0,0
"16","2022","0","경찰청","경찰병원","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","30,746,000",0,0
"17","2022","0","경찰청","경찰병원","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","9,446,000",0,0
"18","2022","0","경찰청","경찰병원","손익계정","재산수입","관유물대여료","건물대여료","일반수입","48,000",0,0
"19","2022","0","경찰청","경찰병원","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"20","2022","0","경찰청","경찰병원","손익계정","재화및용역판매수입","병원수입","병원수입","일반수입","6,238,000",0,0
"21","2022","0","경찰청","경찰병원","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","40,000",0,0
"22","2022","0","경찰청","경찰병원","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","32,615,000",0,0
"23","2022","0","경찰청","경찰병원","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","78,000",0,0
"24","2022","0","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,000",0,0
"25","2022","0","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0,0
"26","2022","0","경찰청","경찰병원","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","3,483,000",0,0
"27","2022","0","경찰청","일반회계","","경상이전수입","가산금","가산금","일반수입","27,515,000",0,0
"28","2022","0","경찰청","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","10,079,000",0,0
"29","2022","0","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","848,674,000",0,0
"30","2022","0","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","벌금및과료","일반수입","94,465,000",0,0
"31","2022","0","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","22,000",0,0
"32","2022","0","경찰청","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","110,000",0,0
"33","2022","0","경찰청","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","2,104,000",0,0
"34","2022","0","경찰청","일반회계","","관유물매각대","고정자산매각대","기계기구매각대","일반수입","4,926,000",0,0
"35","2022","0","경찰청","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","402,000",0,0
"36","2022","0","경찰청","일반회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","1,036,000",0,0
"37","2022","0","경찰청","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","1,413,000",0,0
"38","2022","0","경찰청","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","1,340,000",0,0
"39","2022","0","경찰청","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","766,000",0,0
"40","2022","0","경찰청","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","810,000",0,0
"41","2022","0","경찰청","일반회계","","재화및용역판매수입","입학금및수업료","수업료","일반수입","375,000",0,0
"42","2022","0","경찰청","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","3,033,000",0,0
"43","2022","0","고용노동부","국가균형발전특별회계","제주특별자치도계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","400,000",0,0
"44","2022","0","고용노동부","국가균형발전특별회계","지역지원계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","9,600,000",0,0
"45","2022","0","고용노동부","일반회계","","경상이전수입","가산금","가산금","일반수입","264,000",0,0
"46","2022","0","고용노동부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","87,000,000",0,0
"47","2022","0","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","78,000",0,0
"48","2022","0","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","42,900,000",0,0
"49","2022","0","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","20,000",0,0
"50","2022","0","고용노동부","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0,0
"51","2022","0","고용노동부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","776,000",0,0
"52","2022","0","고용노동부","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","8,000",0,0
"53","2022","0","고용노동부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","5,000",0,0
"54","2022","0","공정거래위원회","일반회계","","경상이전수입","가산금","가산금","일반수입","391,000",0,0
"55","2022","0","공정거래위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","1,245,000",0,0
"56","2022","0","공정거래위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","387,907,000",0,0
"57","2022","0","공정거래위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","1,887,000",0,0
"58","2022","0","공정거래위원회","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","1,000",0,0
"59","2022","0","공정거래위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","2,000",0,0
"60","2022","0","과학기술정보통신부","국가균형발전특별회계","지역지원계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","8,854,000",0,0
"61","2022","0","과학기술정보통신부","국가균형발전특별회계","지역지원계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","425,000",0,0
"62","2022","0","과학기술정보통신부","국립과천과학관","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","4,066,000",0,0
"63","2022","0","과학기술정보통신부","국립과천과학관","손익계정","재산수입","관유물대여료","건물대여료","일반수입","719,000",0,0
"64","2022","0","과학기술정보통신부","국립과천과학관","손익계정","재산수입","관유물대여료","토지대여료","일반수입","40,000",0,0
"65","2022","0","과학기술정보통신부","국립과천과학관","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"66","2022","0","과학기술정보통신부","국립과천과학관","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","81,000",0,0
"67","2022","0","과학기술정보통신부","국립과천과학관","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","24,329,000",0,0
"68","2022","0","과학기술정보통신부","국립과천과학관","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","503,000",0,0
"69","2022","0","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,500,000",0,0
"70","2022","0","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0,0
"71","2022","0","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","5,220,000",0,0
"72","2022","0","과학기술정보통신부","국립중앙과학관","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","1,574,000",0,0
"73","2022","0","과학기술정보통신부","국립중앙과학관","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","778,000",0,0
"74","2022","0","과학기술정보통신부","국립중앙과학관","손익계정","재산수입","관유물대여료","건물대여료","일반수입","155,000",0,0
"75","2022","0","과학기술정보통신부","국립중앙과학관","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","58,000",0,0
"76","2022","0","과학기술정보통신부","국립중앙과학관","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","27,179,000",0,0
"77","2022","0","과학기술정보통신부","국립중앙과학관","자본계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","2,000",0,0
"78","2022","0","과학기술정보통신부","국립중앙과학관","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","3,497,000",0,0
"79","2022","0","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,131,000",0,0
"80","2022","0","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0,0
"81","2022","0","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","908,000",0,0
"82","2022","0","과학기술정보통신부","우체국보험특별회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","400,000",0,0
"83","2022","0","과학기술정보통신부","우체국보험특별회계","","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0,0
"84","2022","0","과학기술정보통신부","우체국보험특별회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","50,000",0,0
"85","2022","0","과학기술정보통신부","우체국보험특별회계","","재화및용역판매수입","잡수입","부가보험료","일반수입","1,027,951,000",0,0
"86","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","700,000",0,0
"87","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0,0
"88","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","기업특별회계영업수입","우정사업수입","금융영업이자수입","일반수입","2,129,939,000",0,0
"89","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","기업특별회계영업수입","우정사업수입","금융영업이자외수입","일반수입","81,817,000",0,0
"90","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","358,087,000",0,0
"91","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,000",0,0
"92","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","5,000",0,0
"93","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","재화및용역판매수입","잡수입","기타영업외잡수익","일반수입","200,000",0,0
"94","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","700,000,000",0,0
"95","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금=>예산간거래)","54,240,000",0,0
"96","2022","0","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","전입금","특별회계전입금","내부거래수입(회계간거래)","66,119,000",0,0
"97","2022","0","과학기술정보통신부","우체국예금특별회계","자본계정","관유물매각대","고정자산매각대","기계기구매각대","일반수입","50,000",0,0
"98","2022","0","과학기술정보통신부","우체국예금특별회계","자본계정","관유물매각대","재고자산매각대및유동자산","유동자산매각대","일반수입","23,000",0,0
"99","2022","0","과학기술정보통신부","우체국예금특별회계","자본계정","기업특별회계영업수입","우정사업수입","금융영업이자수입","일반수입","7,000",0,0
"100","2022","0","과학기술정보통신부","우체국예금특별회계","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","707,000",0,0
"101","2022","0","과학기술정보통신부","우체국예금특별회계","자본계정","정부내부수입및기타","전입금","계정간전입금","내부거래수입(회계내 계정간 거래)","16,239,000",0,0
"102","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","3,240,000",0,0
"103","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","변상금및위약금","변상금","일반수입","275,000",0,0
"104","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","219,000",0,0
"105","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","기업특별회계영업수입","우정사업수입","우편사업수입","일반수입","3,130,586,000",0,0
"106","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","37,800,000",0,0
"107","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","관유물대여료","건물대여료","일반수입","48,399,000",0,0
"108","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","관유물대여료","토지대여료","일반수입","1,486,000",0,0
"109","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,748,000",0,0
"110","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","3,269,000",0,0
"111","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","재화및용역판매수입","잡수입","기타영업외잡수익","일반수입","1,635,000",0,0
"112","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","40,000,000",0,0
"113","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금=>예산간거래)","9,821,000",0,0
"114","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금=>예산간거래)","10,035,000",0,0
"115","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","12,255,000",0,0
"116","2022","0","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","특별회계전입금","내부거래수입(회계간거래)","1,195,082,000",0,0
"117","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","건물매각대","일반수입","1,702,000",0,0
"118","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","기계기구매각대","일반수입","1,048,000",0,0
"119","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","10,000",0,0
"120","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","재고자산매각대및유동자산","유동자산매각대","일반수입","302,000",0,0
"121","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","토지및무형자산매각대","기타토지및무형자산매각대","일반수입","2,536,000",0,0
"122","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","17,141,000",0,0
"123","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","20,200,000",0,0
"124","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","7,000",0,0
"125","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","105,726,000",0,0
"126","2022","0","과학기술정보통신부","우편사업특별회계","자본계정","정부내부수입및기타","전입금","계정간전입금","내부거래수입(회계내 계정간 거래)","273,000",0,0
"127","2022","0","과학기술정보통신부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","63,516,000",0,0
"128","2022","0","과학기술정보통신부","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","697,000",0,0
"129","2022","0","과학기술정보통신부","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","799,000",0,0
"130","2022","0","과학기술정보통신부","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","117,000",0,0
"131","2022","0","과학기술정보통신부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","4,620,000",0,0
"132","2022","0","과학기술정보통신부","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","256,900,000",0,0
"133","2022","0","과학기술정보통신부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","28,000",0,0
"134","2022","0","관세청","일반회계","","경상이전수입","가산금","가산금","일반수입","1,000,000",0,0
"135","2022","0","관세청","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","430,000",0,0
"136","2022","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","2,617,000",0,0
"137","2022","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","4,813,000",0,0
"138","2022","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","몰수금및추징금","일반수입","894,000",0,0
"139","2022","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","벌금및과료","일반수입","1,235,000",0,0
"140","2022","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","10,000",0,0
"141","2022","0","관세청","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","39,000",0,0
"142","2022","0","관세청","일반회계","","관유물매각대","고정자산매각대","기계기구매각대","일반수입","90,000",0,0
"143","2022","0","관세청","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","308,000",0,0
"144","2022","0","관세청","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","35,000",0,0
"145","2022","0","관세청","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,000",0,0
"146","2022","0","관세청","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","25,330,000",0,0
"147","2022","0","관세청","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","762,000",0,0
"148","2022","0","교육부","국가균형발전특별회계","지역지원계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","15,519,000",0,0
"149","2022","0","교육부","국가균형발전특별회계","지역지원계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,972,000",0,0
"150","2022","0","교육부","유아교육지원특별회계","","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","175,618,000",0,0
"151","2022","0","교육부","유아교육지원특별회계","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","3,653,428,000",0,0
"152","2022","0","교육부","일반회계","","경상이전수입","가산금","가산금","일반수입","9,000",0,0
"153","2022","0","교육부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","114,900,000",0,0
"154","2022","0","교육부","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","5,000",0,0
"155","2022","0","교육부","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","49,000",0,0
"156","2022","0","교육부","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","37,000",0,0
"157","2022","0","교육부","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","116,000",0,0
"158","2022","0","교육부","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","559,000",0,0
"159","2022","0","교육부","일반회계","","관유물매각대","재고자산매각대및유동자산","재고자산매각대","일반수입","113,000",0,0
"160","2022","0","교육부","일반회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","1,929,000",0,0
"161","2022","0","교육부","일반회계","","수입대체경비수입","면허료및수수료","면허료및수수료","일반수입","15,386,000",0,0
"162","2022","0","교육부","일반회계","","수입대체경비수입","잡수입","기타잡수입","일반수입","6,979,000",0,0
"163","2022","0","교육부","일반회계","","융자및전대차관원금회수","전대차관원금회수","기타민간전대차관원금회수","일반수입","57,000",0,0
"164","2022","0","교육부","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","33,000",0,0
"165","2022","0","교육부","일반회계","","재산수입","관유물대여료","기타관유물대여료","일반수입","4,000",0,0
"166","2022","0","교육부","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","490,000",0,0
"167","2022","0","교육부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","19,349,000",0,0
"168","2022","0","교육부","일반회계","","재산수입","전대차관이자수입","기타민간전대차관이자수입","일반수입","1,000",0,0
"169","2022","0","교육부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","175,000",0,0
"170","2022","0","교육부","일반회계","","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금=>예산간거래)","48,575,000",0,0
"171","2022","0","국가보훈처","국가균형발전특별회계","제주특별자치도계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","45,000",0,0
"172","2022","0","국가보훈처","에너지및자원사업특별회계","투자계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","33,000",0,0
"173","2022","0","국가보훈처","에너지및자원사업특별회계","투자계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","28,000",0,0
"174","2022","0","국가보훈처","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","8,155,000",0,0
"175","2022","0","국가보훈처","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","74,000",0,0
"176","2022","0","국가보훈처","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","4,000",0,0
"177","2022","0","국가보훈처","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","19,000",0,0
"178","2022","0","국가보훈처","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","35,000",0,0
"179","2022","0","국가보훈처","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","90,000",0,0
"180","2022","0","국가보훈처","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","43,000",0,0
"181","2022","0","국가보훈처","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","444,000",0,0
"182","2022","0","국가보훈처","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","2,000",0,0
"183","2022","0","국가보훈처","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","332,000",0,0
"184","2022","0","국가인권위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","10,000",0,0
"185","2022","0","국가인권위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"186","2022","0","국가인권위원회","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","1,000",0,0
"187","2022","0","국가정보원","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","7,719,000",0,0
"188","2022","0","국무조정실 및 국무총리비서실","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","22,000",0,0
"189","2022","0","국무조정실 및 국무총리비서실","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"190","2022","0","국민권익위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","389,000",0,0
"191","2022","0","국민권익위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","100,000",0,0
"192","2022","0","국민권익위원회","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","50,000",0,0
"193","2022","0","국방부","국방·군사시설이전특별회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","450,000",0,0
"194","2022","0","국방부","국방·군사시설이전특별회계","","관유물매각대","고정자산매각대","건물매각대","일반수입","5,159,000",0,0
"195","2022","0","국방부","국방·군사시설이전특별회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","246,900,000",0,0
"196","2022","0","국방부","국방·군사시설이전특별회계","","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","42,105,000",0,0
"197","2022","0","국방부","국방·군사시설이전특별회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","100,000",0,0
"198","2022","0","국방부","국방·군사시설이전특별회계","","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","455,500,000",0,0
